relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,16063,DB00747,drug,scopolamine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,14991,DB01166,drug,cilostazol,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15450,DB00602,drug,ivermectin,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15477,DB00973,drug,ezetimibe,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14937,DB00203,drug,sildenafil,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15450,DB00602,drug,ivermectin,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14027,DB00687,drug,fludrocortisone,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15477,DB00973,drug,ezetimibe,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,16232,DB11988,drug,ocrelizumab,DrugBank,14181,DB00495,drug,zidovudine,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14174,DB00459,drug,acitretin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,20570,DB00658,drug,sevelamer,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,15425,DB00254,drug,doxycycline,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15450,DB00602,drug,ivermectin,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14027,DB00687,drug,fludrocortisone,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,16232,DB11988,drug,ocrelizumab,DrugBank,17585,DB00065,drug,infliximab,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,16232,DB11988,drug,ocrelizumab,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,16232,DB11988,drug,ocrelizumab,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,16232,DB11988,drug,ocrelizumab,DrugBank
drug_drug,synergistic interaction,14027,DB00687,drug,fludrocortisone,DrugBank,16232,DB11988,drug,ocrelizumab,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14027,DB00687,drug,fludrocortisone,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,16232,DB11988,drug,ocrelizumab,DrugBank,14024,DB00635,drug,prednisone,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
